text,cleaned,length,Model Prediction NLTK,Model Prediction Text Blob,Manual Review,Reviewed (2 is not sure),Final
I was immediately attracted to the seared Bluefin Tuna served on a bed of steamed spinach.,immediately attract sear bluefin tuna serve bed steam spinach,9,1,1,1,,1
"Love what they serve and how they serve it, and the quality of the food is good as well.",love serve serve quality food good well,7,1,1,1,,1
My husband decided he was in the mood for the double patty bacon cheese burger.,husband decide mood double patty bacon cheese burger,8,0,1,TO REVIEW,,
Who serves string fries for a formal dinner group?,serf string fry formal dinner group,6,0,1,TO REVIEW,,
"""Balut"" or the well-known Filipino delicacy of duck-with-embryo-egg is available as well as quail eggs.",balut wellknown filipino delicacy duckwithembryoegg available well quail egg,9,1,1,1,,1
"The restaurant decor is very cool, and but just underwhelming on the food.",restaurant decor cool underwhelming food,5,1,1,1,,1
our water glasses remained empty (for an hour people!),water glass remain empty hour people,6,0,0,0,,0
I will go back and I hope that round 2 earns the extra star!,go back hope round earns extra star,7,1,0,TO REVIEW,,
Came to bachi on Friday last week with wife and friends.,come bachi friday last week wife friend,7,1,1,1,,1
"We sat at the bar, and were greeted immediately by a very friendly bartender.",sat bar greet immediately friendly bartender,6,1,1,1,,1
"When I informed him that it was still an hour before close, he mumbled some excuse, and ushered us out the door.",inform still hour close mumble excuse ushered u door,9,1,0,TO REVIEW,,
I had the duck and my guest had a fantastic steak both of which were delectable.,duck guest fantastic steak delectable,5,1,1,1,,1
The restaurant is actually very spacious and clean.,restaurant actually spacious clean,4,1,1,1,,1
"Had a nice zingy, citrus flavor and the chicken was so juicy and tender.",nice zingy citrus flavor chicken juicy tender,7,1,1,1,,1
"I've tried a little of everything, but I am a sandwich guy.",try little everything sandwich guy,5,0,0,0,,0
Go early and beat the after drinking crowd.,go early beat drinking crowd,5,0,1,TO REVIEW,,
The spicy tuna roll had really weird rice.,spicy tuna roll really weird rice,6,0,0,0,,0
We decided to try Cowboy Ciao for lunch and all I can really say is it was interesting but nothing spectacular.,decide try cowboy ciao lunch really say interest nothing spectacular,10,1,1,1,,1
So we kept amused by betting each other if our server was smoking out back or shooting heroin out back.,kept amuse bet server smoking back shoot heroin back,9,0,1,TO REVIEW,,
None of it stood out to me but there was nothing wrong with it.,none stood nothing wrong,4,0,0,0,,0
Neither of the waiters had asked what we wanted to drink nor if we were ready to order.,neither waiter ask want drink ready order,7,1,1,1,,1
Not only are these people totally kick-ass but so are the hot dogs.,not people totally kickass hot dog,6,0,1,TO REVIEW,,
Very disappointing for a hotel that has been around for more than 50 years.,disappoint hotel around year,4,0,1,TO REVIEW,,
"I get it, they want you to buy it, but come on, what's the point in really pushing us?",get want buy come point really push u,8,1,1,1,,1
"Not too flavorful, but the breading was perfect, not too much.",not flavorful breading perfect not much,6,0,1,TO REVIEW,,
"We each had a champagne brunch cocktail, she a bellini and me a Central 75 both $9 dollars but made well.",champagne brunch cocktail bellini central dollar make well,8,1,1,1,,1
i suppose i'd settle on just learning your pel meni recipe if nothing else...,suppose settle learn pel meni recipe nothing else,8,0,1,TO REVIEW,,
My sister in-law and I saw this place in an ad and made note to try it.,sister inlaw saw place ad make note try,8,0,1,TO REVIEW,,
"Something like the tandoori chicken were very good, while the curries were thin and only mildly flavorful.",something like tandoori chicken good curry thin mildly flavorful,9,1,1,1,,1
"I wanted to drive away right there, but was hungry and decided to wait.",want drive away right hungry decide wait,7,1,1,1,,1
the meatballs were delicate but nothing spectacular.,meatball delicate nothing spectacular,4,1,1,1,,1
We both loved the bread our sandwiches were on and thought the fries were awesome.,love bread sandwich thought fry awesome,6,1,1,1,,1
The kind of line where you run out of lives in Candy Crush before you're halfway through.,kind line run life candy crush halfway,7,1,1,1,,1
"I have lived in Los Angeles for the last 5 years, and I know veganism is more common over there but this was just ridiculous.",live los angeles last year know veganism common ridiculous,9,0,0,0,,0
"If you ever go to Los Angeles, go to Little Tokyo Ramen houses!",ever go los angeles go little tokyo ramen house,9,0,0,0,,0
"Then, they put it back on the menu...talk about playing with my emotions!",put back menu talk play emotion,6,1,1,1,,1
She definitely gets the Godfather treatment.,definitely get godfather treatment,4,1,1,1,,1
At this point I was afraid what would happen if I lost sight of the plate.,point afraid would happen lose sight plate,7,0,0,0,,0
"- great service 

CONS:
- ALL...literally all the items I tried were underwhelming and plain - I've had better.",great service con literally item try underwhelming plain well,9,1,1,1,,1
"The hostess seated us, and our old waiter came over to us.",hostess seat u old waiter come u,7,0,1,TO REVIEW,,
They frowns definitely transfer to the people around them.,frown definitely transfer people around,5,1,1,1,,1
I've been here 5 times and it is always consistently good.,time always consistently good,4,1,1,1,,1
The gravy was yummy (and I was totes jelly of his food).,gravy yummy tote jelly food,5,1,1,1,,1
"Beef was tender and I got to eat veggies, but the sauce was quite bland too.",beef tender get eat veggie sauce quite bland,8,0,0,0,,0
I don't really remember our waitress's name or the manager's name I was happy with our meals.,not really remember waitress name manager name happy meal,9,1,1,1,,1
There was only one other teppan table with people and they were on dessert.,one teppan table people dessert,5,0,1,TO REVIEW,,
"However, being crafted into a quesadilla raised this familiar dish's flavor ceiling by 298374908 levels.",however craft quesadilla raise familiar dish flavor ceiling level,9,0,1,TO REVIEW,,
Drop the beef and toss on some chicken.,drop beef toss chicken,4,0,0,0,,0
"The service was great until we got another server, he was very rude.",service great get another server rude,6,1,1,1,,1
She was missing the cigarette in her mouth and we could have been on a movie set.,miss cigarette mouth could movie set,6,0,1,TO REVIEW,,
"Terrible service, so-so food.",terrible service soso food,4,0,0,0,,0
Overall the wait staff was friendly and helpful explaining dishes and I had a very positive experience.,overall wait staff friendly helpful explain dish positive experience,9,1,1,1,,1
Making it seem like there doing me a favor.,make seem like favor,4,1,1,1,,1
The beef tendorline (or some other delicious part of a cow) and the glazed ham are amazing.,beef tendorline delicious part cow glaze ham amaze,8,1,1,1,,1
"The place was packed, with people walking back and forth looking for seating.",place packed people walk back forth look seat,8,0,1,TO REVIEW,,
"A good, freshly prepared burger.",good freshly prepared burger,4,1,1,1,,1
Here is my feedback and reasoning for the 3 star rating.,feedback reason star rating,4,0,1,TO REVIEW,,
"Now, their cheapest burgers are $10 & come with fries.",cheapest burger come fry,4,0,1,TO REVIEW,,
"The rib tips was a generous portion, tender with the right amount of spice and smoke.",rib tip generous portion tender right amount spice smoke,9,1,1,1,,1
We started with the meat and cheese tray which gave us just enough to get our meal started.,start meat cheese tray give u enough get meal start,10,0,1,TO REVIEW,,
"As an alumn of the UW and familiar with most of the sushi options around campus, this trumps them all.",alumn uw familiar sushi option around campus trump,8,0,1,TO REVIEW,,
I think the owner Rick is cutting corners!,think owner rick cut corner,5,0,1,TO REVIEW,,
I ordered the Drunken Munky shake that was a banana milkshake with peanut butter cups and malt.,order drunken munky shake banana milkshake peanut butter cup malt,10,0,1,TO REVIEW,,
they have spanking sessions there && make you wear a gown.,spank session make wear gown,5,0,1,TO REVIEW,,
The grilled octopus is one of the 10 best dishes I've ever had.,grill octopus one best dish ever,6,1,1,1,,1
He made it less awkward and I'm relieved he would accompany me while I payed for a visit.,make less awkward relieve would accompany payed visit,8,1,0,TO REVIEW,,
"The Oysters were awesomely fresh, and flavored so delicately.",oyster awesomely fresh flavor delicately,5,1,1,1,,1
"I would go back, just hopefully with another server.",would go back hopefully another server,6,1,1,1,,1
"Yelp's reviews steered me here, and the crowd-sourcing came through.",yelp review steer crowdsourcing come,5,0,1,TO REVIEW,,
Fried shrimp tempura was crispy and good.,fry shrimp tempura crispy good,5,1,1,1,,1
"I'd really give this a 2.5 star rating, but it lucks out and gets the extra half star...",really give star rating luck get extra half star,9,1,1,1,,1
"The food was great and there are so many unique, quality items on their menu.",food great many unique quality item menu,7,1,1,1,,1
They had a very wide variety to choose from when it came to hot and cold foods.,wide variety choose come hot cold food,7,0,0,0,,0
When I got home the container that the lasagna was in was smaller than a Big Mac box.,get home container lasagna small big mac box,8,0,0,0,,0
"Rolled in right at 12:00, and my order was taken quickly.",roll right order take quickly,5,0,1,TO REVIEW,,
She was attentive at keeping our drinks filled and refilling side dishes.,attentive keep drink fill refill side dish,7,0,1,TO REVIEW,,
"Not sure why I'm bothering to review this place, it will surely be shut down soon.",not sure bother review place surely shut soon,8,1,1,1,,1
I enjoyed my bruschetta board very much.,enjoy bruschetta board much,4,1,1,1,,1
I love the taste of the furikake on the onion rings!,love taste furikake onion ring,5,1,1,1,,1
Each time I have ordered the special of the day and haven't been disappointed.,time order special day not disappointed,6,1,1,1,,1
A disappointing slide over the past several months.,disappoint slide past several month,5,0,0,0,,0
"I must appease the average, and therefore award 3 stars.",must appease average therefore award star,6,1,0,TO REVIEW,,
